#Date       Time        gpu        pid  type    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G     %     %     %     %   name
 20200522   16:00:42      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:42      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:42      0       2154     G     0     0     0     0   Xorg           
 20200522   16:00:42      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:42      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:42      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:42      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:42      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:42      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:42      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:42      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:42      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:43      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:43      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:43      0       2154     G     1     0     0     0   Xorg           
 20200522   16:00:43      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:43      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:43      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:43      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:43      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:43      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:43      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:43      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:43      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:44      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:44      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:44      0       2154     G     1     0     0     0   Xorg           
 20200522   16:00:44      0       2380     G     1     0     0     0   gnome-shell    
 20200522   16:00:44      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:44      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:44      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:44      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:44      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:44      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:44      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:44      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:45      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:45      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:45      0       2154     G     0     0     0     0   Xorg           
 20200522   16:00:45      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:45      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:45      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:45      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:45      0       3287     G     0     0     0     0   firefox        
#Date       Time        gpu        pid  type    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G     %     %     %     %   name
 20200522   16:00:45      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:45      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:45      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:45      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:46      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:46      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:46      0       2154     G     1     0     0     0   Xorg           
 20200522   16:00:46      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:46      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:46      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:46      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:46      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:46      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:46      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:46      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:46      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:47      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:47      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:47      0       2154     G     0     0     0     0   Xorg           
 20200522   16:00:47      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:47      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:47      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:47      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:47      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:47      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:47      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:47      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:47      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:48      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:48      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:48      0       2154     G     0     0     0     0   Xorg           
 20200522   16:00:48      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:48      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:48      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:48      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:48      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:48      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:48      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:48      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:48      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:49      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:49      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:49      0       2154     G     0     0     0     0   Xorg           
 20200522   16:00:49      0       2380     G     0     0     0     0   gnome-shell    
#Date       Time        gpu        pid  type    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G     %     %     %     %   name
 20200522   16:00:49      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:49      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:49      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:49      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:49      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:49      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:49      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:49      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:50      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:50      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:50      0       2154     G     0     0     0     0   Xorg           
 20200522   16:00:50      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:50      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:50      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:50      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:50      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:50      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:50      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:50      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:50      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:51      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:51      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:51      0       2154     G     1     0     0     0   Xorg           
 20200522   16:00:51      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:51      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:51      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:51      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:51      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:51      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:51      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:51      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:51      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:52      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:52      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:52      0       2154     G     1     0     0     0   Xorg           
 20200522   16:00:52      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:52      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:52      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:52      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:52      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:52      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:52      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:52      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:52      0       9005     G     0     0     0     0   firefox        
#Date       Time        gpu        pid  type    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G     %     %     %     %   name
 20200522   16:00:53      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:53      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:53      0       2154     G     0     0     0     0   Xorg           
 20200522   16:00:53      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:53      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:53      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:53      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:53      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:53      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:53      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:53      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:53      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:54      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:54      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:54      0       2154     G     0     0     0     0   Xorg           
 20200522   16:00:54      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:54      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:54      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:54      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:54      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:54      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:54      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:54      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:54      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:55      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:55      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:55      0       2154     G     3     0     0     0   Xorg           
 20200522   16:00:55      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:55      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:55      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:55      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:55      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:55      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:55      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:55      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:55      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:55      0      13678     G     0     0     0     0   spot           
 20200522   16:00:55      0      13689     G     0     0     0     0   cgl-render     
 20200522   16:00:56      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:56      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:56      0       2154     G     2     0     0     0   Xorg           
 20200522   16:00:56      0       2380     G     4     0     0     0   gnome-shell    
 20200522   16:00:56      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:56      0       2961     G     0     0     0     0   code --type=gpu
#Date       Time        gpu        pid  type    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G     %     %     %     %   name
 20200522   16:00:56      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:56      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:56      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:56      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:56      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:56      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:56      0      13678     G     0     0     0     0   spot           
 20200522   16:00:56      0      13689     G     2     0     0     0   cgl-render     
 20200522   16:00:57      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:57      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:57      0       2154     G     1     0     0     0   Xorg           
 20200522   16:00:57      0       2380     G     1     0     0     0   gnome-shell    
 20200522   16:00:57      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:57      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:57      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:57      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:57      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:57      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:57      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:57      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:57      0      13678     G     0     0     0     0   spot           
 20200522   16:00:57      0      13689     G     3     0     0     0   cgl-render     
 20200522   16:00:58      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:58      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:58      0       2154     G     1     0     0     0   Xorg           
 20200522   16:00:58      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:58      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:58      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:58      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:58      0       3287     G     0     0     0     0   firefox        
 20200522   16:00:58      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:58      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:58      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:58      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:58      0      13678     G     0     0     0     0   spot           
 20200522   16:00:58      0      13689     G     1     0     0     0   cgl-render     
 20200522   16:00:59      0       1494     G     0     0     0     0   Xorg           
 20200522   16:00:59      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:00:59      0       2154     G     2     0     0     0   Xorg           
 20200522   16:00:59      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:00:59      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:00:59      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:00:59      0       3233     G     0     0     0     0   firefox        
 20200522   16:00:59      0       3287     G     0     0     0     0   firefox        
#Date       Time        gpu        pid  type    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G     %     %     %     %   name
 20200522   16:00:59      0       4227     G     0     0     0     0   firefox        
 20200522   16:00:59      0       7358     G     0     0     0     0   firefox        
 20200522   16:00:59      0       8094     G     0     0     0     0   firefox        
 20200522   16:00:59      0       9005     G     0     0     0     0   firefox        
 20200522   16:00:59      0      13678     G     0     0     0     0   spot           
 20200522   16:00:59      0      13689     G     1     0     0     0   cgl-render     
 20200522   16:01:00      0       1494     G     0     0     0     0   Xorg           
 20200522   16:01:00      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:01:00      0       2154     G     2     0     0     0   Xorg           
 20200522   16:01:00      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:01:00      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:01:00      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:01:00      0       3233     G     0     0     0     0   firefox        
 20200522   16:01:00      0       3287     G     0     0     0     0   firefox        
 20200522   16:01:00      0       4227     G     0     0     0     0   firefox        
 20200522   16:01:00      0       7358     G     0     0     0     0   firefox        
 20200522   16:01:00      0       8094     G     0     0     0     0   firefox        
 20200522   16:01:00      0       9005     G     0     0     0     0   firefox        
 20200522   16:01:00      0      13678     G     0     0     0     0   spot           
 20200522   16:01:00      0      13689     G     1     0     0     0   cgl-render     
 20200522   16:01:01      0       1494     G     0     0     0     0   Xorg           
 20200522   16:01:01      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:01:01      0       2154     G     2     0     0     0   Xorg           
 20200522   16:01:01      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:01:01      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:01:01      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:01:01      0       3233     G     0     0     0     0   firefox        
 20200522   16:01:01      0       3287     G     0     0     0     0   firefox        
 20200522   16:01:01      0       4227     G     0     0     0     0   firefox        
 20200522   16:01:01      0       7358     G     0     0     0     0   firefox        
 20200522   16:01:01      0       8094     G     0     0     0     0   firefox        
 20200522   16:01:01      0       9005     G     0     0     0     0   firefox        
 20200522   16:01:01      0      13678     G     0     0     0     0   spot           
 20200522   16:01:01      0      13689     G     1     0     0     0   cgl-render     
 20200522   16:01:02      0       1494     G     0     0     0     0   Xorg           
 20200522   16:01:02      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:01:02      0       2154     G     1     0     0     0   Xorg           
 20200522   16:01:02      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:01:02      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:01:02      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:01:02      0       3233     G     0     0     0     0   firefox        
 20200522   16:01:02      0       3287     G     0     0     0     0   firefox        
 20200522   16:01:02      0       4227     G     0     0     0     0   firefox        
 20200522   16:01:02      0       7358     G     0     0     0     0   firefox        
#Date       Time        gpu        pid  type    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G     %     %     %     %   name
 20200522   16:01:02      0       8094     G     0     0     0     0   firefox        
 20200522   16:01:02      0       9005     G     0     0     0     0   firefox        
 20200522   16:01:02      0      13678     G     0     0     0     0   spot           
 20200522   16:01:02      0      13689     G     2     0     0     0   cgl-render     
 20200522   16:01:03      0       1494     G     0     0     0     0   Xorg           
 20200522   16:01:03      0       1646     G     0     0     0     0   gnome-shell    
 20200522   16:01:03      0       2154     G     1     0     0     0   Xorg           
 20200522   16:01:03      0       2380     G     0     0     0     0   gnome-shell    
 20200522   16:01:03      0       2919     G     0     0     0     0   electron-ssr --
 20200522   16:01:03      0       2961     G     0     0     0     0   code --type=gpu
 20200522   16:01:03      0       3233     G     0     0     0     0   firefox        
 20200522   16:01:03      0       3287     G     0     0     0     0   firefox        
 20200522   16:01:03      0       4227     G     0     0     0     0   firefox        
 20200522   16:01:03      0       7358     G     0     0     0     0   firefox        
 20200522   16:01:03      0       8094     G     0     0     0     0   firefox        
 20200522   16:01:03      0       9005     G     0     0     0     0   firefox        
 20200522   16:01:03      0      13678     G     0     0     0     0   spot           
 20200522   16:01:03      0      13689     G     1     0     0     0   cgl-render     
 20200522   16:01:04      0       1494     G     0     0     0     0   Xorg           
 20200522   16:01:04      0       1646     G     0     0     0     0   gnome-shell    
